batch_id,production_date,plant,shift,temperature_avg_c,pressure_avg_bar,vibration_index,cycle_time_sec,defect_rate_pct,energy_kwh,material_loss_pct,coating_thickness_mm,output_units_per_hr,efficiency_score
B0166,2024-05-01,Plant_B,Evening,191.35262064233072,4.134446106308149,1.27622014527396,50.43,3.1,132.4,1.6,1.8765165074488008,241.63554163495775,9534.960000000001
B0167,2025-02-16,Plant_C,Day,180.8945787016967,3.708063901168813,1.5036411569205184,39.88,2.6,126.5,1.5,1.8985162197597532,301.7955560592359,9593.900000000001
B0168,2025-01-07,Plant_A,Day,220.4982225597709,3.6465483203747393,1.234786493243372,48.2,4.0,169.27,3.2,2.441853729372668,251.5591561846652,9292.8
B0169,2024-06-12,Plant_A,Night,189.85354713031572,3.8312242491402775,1.3185328389056366,43.51,2.3,128.79,1.7,2.178568623298546,272.9848682326513,9603.91
B0170,2024-01-25,Plant_A,Evening,176.7139600581261,4.308535267741007,0.8320642798516734,52.28,1.4,126.47,0.3,1.636723930130252,260.0845937954177,9830.42
B0171,2024-08-09,Plant_A,Day,194.6303504386177,5.026371028548345,1.0574467126403522,53.4,1.9,133.9,0.7,2.4803913895138567,196.3927573078499,9741.33
B0172,2023-10-10,Plant_A,Night,199.7990213713921,3.9198222668139455,1.486387337960564,54.3,3.0,143.5,2.3,2.088421143258264,257.5912807727691,9476.9
B0173,2024-01-09,Plant_A,Day,172.8334149767422,3.982591542583553,1.3185328389056366,49.77,1.7,127.03,0.4,1.9400081165301888,264.89089205286825,9790.679999999998
B0174,,Plant_C,Day,218.91243859317456,4.531802404961286,2.1511015104109874,59.66,2.8,176.5,3.3,2.5328085269035667,197.2227994105399,9399.24
B0175,2023-03-11,Plant_A,Evening,182.81558143791557,4.070697906436182,1.292682720032242,53.94,2.1,158.38,1.8,1.937572756083404,238.39867512361232,9613.78
B0176,2023-10-04,Plant_A,Night,212.08149275748173,4.685709305308852,1.6882977587342491,56.78,5.3,191.6,3.4,2.729594335851983,196.3624194782737,9148.02
B0177,,Plant_A,Day,197.75434866101625,5.186265219370973,1.493901773951026,48.3,4.5,153.91,2.3,2.364972621332861,219.4402778324178,9330.35
B0178,,Plant_B,Day,202.2151597314417,4.057109356139274,1.7688676523524356,53.71,2.7,154.23,2.7,2.326248316169276,260.76748360458754,9467.289999999999
B0179,2024-10-28,Plant_B,Day,221.24095681582384,5.234664866078415,1.1890693571901196,59.76,3.4,170.84,1.9,2.268654510424514,227.12726441488184,9476.46
B0180,2024-02-12,Plant_B,Night,177.6308808206369,3.3923267088454754,0.6801436705575143,47.14,1.3,140.62,0.9,2.0589528160117734,282.6520414489191,9781.17
B0181,2023-12-16,Plant_A,Day,186.0574811289857,4.004016752228577,0.8970511328698264,49.4,2.7,135.42,0.7,1.432383247333536,264.31278866861584,9661.89
B0181,2023-12-16,Plant_A,Day,186.0574811289857,4.004016752228577,0.8970511328698264,49.43,2.7,135.42,0.7,1.432383247333536,264.31278866861584,9661.89
B0182,2023-04-02,Plant_A,Evening,180.8685550819729,3.9435827208134175,1.3185328389056366,43.78,3.1,111.18,1.0,2.077960814987013,294.75648435083554,9593.1
B0183,2023-11-29,Plant_C,Evening,208.57105416083783,4.9709857334889085,1.7255501830982536,60.97,4.9,161.06,3.3,2.7088969123509057,167.84086801092087,9196.17
B0184,2023-05-17,Plant_C,Day,186.2456748168601,3.383846739029676,0.8050073157640346,46.0,1.9,143.58,1.5,1.6552387526941297,290.1772854274945,9662.849999999999
B0185,2023-09-25,Plant_C,Evening,198.19202101144677,3.6329873863469495,1.1052510111322982,52.07,2.2,135.44,1.9,1.898347883194834,225.49983899076517,9594.179999999998
B0186,2023-03-06,Plant_C,Night,188.5016061232349,3.766492032599869,0.682306977884681,46.49,1.1,133.13,0.8,1.9168641700542728,286.0569819466942,9810.880000000001
B0187,2024-02-17,Plant_A,Day,179.70194504455247,4.320264473214558,0.9519286573451252,49.54,1.9,125.78,0.6,1.881772996673971,241.4416241015842,9751.14
B0188,,Plant_A,Night,175.47774122678908,4.629585246083261,0.9130779670955678,41.77,3.1,115.9,1.2,1.818212721799606,307.0196702651811,9573.720000000001
B0189,2023-10-14,Plant_B,Evening,185.42080923078728,3.658338516815128,1.014348718668718,52.93,2.7,141.36,1.4,2.255383587810175,212.5611551492624,9593.779999999999
B0190,2023-12-03,Plant_B,Night,199.36027385696892,4.113771856420232,1.0529124762348152,49.27,2.1,134.37,1.1,2.1480232012315126,260.31935146237385,9682.310000000001
B0191,2024-08-23,Plant_A,Evening,185.75418425277888,3.796445609205934,1.1563937119517305,43.94,3.1,129.04,1.4,2.050962044608903,252.75884037524216,9554.34
B0192,2024-07-09,Plant_C,Evening,204.0490689823904,4.287643656561218,1.7255713177391874,64.9,3.9,158.41,4.0,2.094445247326262,188.51014391061224,9225.599999999999
B0193,2025-02-23,Plant_A,Day,198.3787967225727,4.242095342394961,1.4342398309795208,56.71,6.3,145.09,2.5,2.0647461549785424,204.34566535291884,9135.75
B0194,,Plant_A,Night,202.1654101217408,4.537678537089068,1.5544941968280757,57.62,4.6,155.77,2.8,2.2247519059954644,216.1231942441079,9272.880000000001
B0195,2023-05-29,Plant_B,Day,218.1059728459272,4.654259044865547,1.8890949849273275,62.84,5.6,171.56,2.9,2.7783326373548287,162.17449804012023,9166.24
B0196,2024-02-25,Plant_B,Evening,189.10866543601645,4.533161219020216,1.168544509404362,42.83,2.6,109.1,1.6,1.7721362259481983,291.5297174796469,9584.160000000002
B0197,,Plant_C,Evening,185.6008111394423,3.5540264714847285,1.4124428937178024,43.75,3.4,133.1,1.6,2.012050444894263,297.7135590598247,9505.44
B0198,,Plant_B,Evening,201.85250403851072,4.985786272727109,1.6830216996655427,53.2,4.8,154.9,3.0,2.030725894337738,233.5767549880027,9234.4
B0199,,Plant_A,Evening,186.6404711513468,4.018883512995307,0.6123907841296998,33.84,1.7,129.94,0.8,1.8242037798902064,329.25921409720945,9751.36
B0200,2023-12-13,Plant_B,Day,213.85478643014864,4.674531329658596,1.3434987689480111,52.06,4.1,133.3,2.5,2.184995316811886,226.9523224539573,9350.25
B0201,2024-08-01,Plant_B,Night,172.00466591391358,4.037144414255654,0.8409132042678452,44.17,1.4,110.47,1.5,1.7642833341130524,283.5012571135115,9712.099999999999
B0202,2023-05-14,Plant_A,Evening,217.92526974636735,5.099776041052607,2.2743762934027374,58.76,6.6,172.75,3.8,2.528332278044469,193.1218150647108,8985.08
B0203,2023-04-15,Plant_C,Night,200.9872101627344,4.409362681067488,1.62820387867196,57.15,4.5,153.31,2.5,2.2845993255197934,206.12761465047092,9311.25
B0204,,Plant_C,Night,174.95534956709923,4.308535267741007,1.1215175552448309,52.76,0.0,133.86,1.5,2.2845039227927355,255.37826679057085,9850.0
B0205,2023-03-31,Plant_A,Day,172.2064157649068,3.3225919959648653,1.0227024337233344,36.66,0.8,137.19,1.5,1.5716828328520918,358.5159699071379,9771.2
B0206,2023-03-22,Plant_A,Night,183.14107064200437,3.7723797349952295,1.13598393779748,46.66,1.0,119.8,1.6,1.691213599028907,259.29986443728137,9741.6
B0207,2023-10-08,Plant_A,Day,182.06073115728287,3.727408573780375,0.7238638649665051,41.51,1.8,113.7,1.2,2.108184631856179,287.9035299538272,9702.16
B0208,2024-03-11,Plant_A,Evening,205.7067998073444,5.050168335863459,1.6045073502843084,59.19,3.8,150.46,3.2,2.2267116336793515,191.9665475834766,9312.16
B0209,2024-05-24,Plant_A,Evening,199.1311719332887,4.330893897822522,1.461040501720711,50.2,1.3,139.84,2.7,2.0405740401191856,253.96612775159733,9603.51
B0210,2023-11-25,Plant_A,Day,215.85251962003207,4.964429250487447,2.1014490808250583,63.68,4.5,153.15,3.0,2.370720535778464,182.8294039540412,9263.5
B0211,2024-12-17,Plant_C,Evening,215.26276771841947,5.313173273426678,1.9195294458614407,51.29,3.4,175.4,2.6,2.6795309112082357,235.9011017727982,9408.84
B0212,2024-01-06,Plant_C,Day,176.77644319415134,3.0971530850525126,1.0000452620653832,43.04,1.5,152.0,1.6,1.6307265440140355,306.1050681390872,9692.400000000001
B0213,2023-08-04,Plant_B,Day,200.00610545389773,3.639156223738401,1.0995515100322668,49.3,2.7,128.2,0.7,1.997294377332055,265.0392638973471,9661.89
B0214,2024-08-13,Plant_A,Evening,225.73016720855856,5.013547209881569,2.1052369708521272,64.44,6.6,174.77,3.4,2.5649983062032957,169.43366645112565,9022.44
B0215,2025-01-11,Plant_B,Evening,175.57174755313812,4.494783096956099,1.0342075221296538,56.33,2.1,132.17,0.2,1.7565119636634463,226.40617777816007,9770.42
B0216,2024-11-02,Plant_C,Night,219.3011958143541,4.892852140963814,2.097284517623441,53.33,5.1,179.3,3.2,2.7230198119401026,199.47983115084327,9186.32
B0217,2023-09-01,Plant_B,Day,217.7370708465437,4.057332033315003,1.0632920864046391,49.7,2.8,157.95,3.0,2.2023221327062847,254.5025278412711,9428.4
B0218,2025-01-31,Plant_A,Evening,220.30868080829123,4.994842555105629,2.135207127005896,55.06,5.1,175.02,4.8,2.3511475844648,220.3915801043417,9034.480000000001
B0219,2024-02-07,Plant_A,Day,199.7940948114013,5.171776100561252,1.4840139391933662,52.93,4.8,148.37,2.6,1.9660648689299367,211.4867978291383,9272.480000000001
B0220,2024-09-20,Plant_C,Evening,188.3535288421793,3.845400815951563,0.7584985275440703,39.62,2.3,149.62,1.9,2.111246825941655,304.2869428346344,9584.369999999999
B0221,2023-09-28,Plant_C,Day,199.97070574355547,4.70059450094931,1.3185328389056366,54.61,1.3,127.67,1.6,1.7383789293003409,268.56190679101945,9712.080000000002
B0222,2024-10-19,Plant_A,Evening,199.1311719332887,3.991161283226367,0.7827052578418163,50.3,3.0,119.03,0.6,1.5445088504461917,216.75923578370055,9641.800000000001
B0223,2023-11-28,Plant_B,Evening,205.8094651406913,4.324617384492418,1.3028959077814013,52.64,2.2,141.5,2.3,2.053247403157746,223.15681789045044,9555.06
B0224,2025-01-12,Plant_A,Day,213.02268350175004,4.722636344336282,1.9440982693366804,60.34,6.6,169.55,3.7,2.54461394747451,170.80992831898487,8994.42
B0225,2024-11-23,Plant_A,Night,202.5634935954965,4.153947185853954,1.344170060646626,56.3,4.2,145.19,2.0,2.1672064449196253,234.06823084660792,9388.4
B0226,,Plant_B,Evening,214.65237945237743,4.724254473635386,1.3277899358826477,63.2,3.9,168.35,2.7,2.3414409803211416,201.6214396204955,9350.529999999999
B0227,2023-10-15,Plant_A,Night,221.2062735114848,4.9303828876775,1.8751601377309493,60.7,4.2,173.13,3.1,2.573974041237794,183.39872962122988,9283.02
B0228,2023-11-06,Plant_C,Day,213.2649218222115,4.503211871219924,1.247033682071577,52.32,5.1,139.04,2.5,2.255933108803874,227.894293781214,9252.75
B0229,2023-08-23,Plant_B,Day,202.7341884503308,4.696819336383451,1.6945205638910423,50.63,7.0,167.19,2.1,2.270438287387814,205.0011543717151,9104.7
B0230,2023-03-21,Plant_C,Day,195.4778448936684,4.993492271167163,1.4410989923735364,61.76,5.0,157.15,3.2,2.16842455307051,190.3331082053549,9196.0
B0231,2024-08-25,Plant_A,Day,196.88568679597245,4.659091232531733,1.4156293262860935,51.46,3.3,148.76,2.4,2.38356162250998,254.747622147046,9437.92
B0232,2024-01-26,Plant_B,Day,208.75919118394967,4.108200066720285,1.3925485877272674,57.42,4.3,150.16,1.9,2.0320229816784625,226.33140660080883,9388.17
B0233,2025-01-16,Plant_A,Day,167.77296011843023,4.308535267741007,1.196981515311326,42.72,1.0,132.89,0.9,1.7713665528654072,303.8958787024644,9810.9
B0234,2023-04-11,Plant_B,Evening,210.6262067693908,4.463279916293587,1.28630252515174,56.33,1.6,150.63,2.1,2.327456192318406,203.7822941169378,9633.36
B0235,2023-07-09,Plant_B,Day,184.7423858332774,4.24716617777172,0.9275165620019076,41.19,2.0,127.91,2.2,1.7875912451474074,316.0112249248107,9584.4
B0236,,Plant_C,Evening,180.44701056424623,3.3949200253795,1.11217939805661,51.71,2.4,137.06,1.2,1.9602377028736784,269.7814469334168,9642.88
B0237,,Plant_A,Day,194.3202811674483,3.80928717894706,1.193943377034162,48.66,3.0,144.51,1.5,2.0894064326264745,245.69946735568743,9554.5
B0238,2023-12-27,Plant_B,Day,196.03991025723687,4.885368319533374,1.0216978458564503,54.13,3.8,163.94,2.3,2.166913368607508,183.62171609335425,9398.74
B0239,,Plant_B,Night,181.96022074877084,3.527897641996061,1.1260898985763306,39.84,0.6,137.98,0.7,1.8411216753050923,324.50555008603976,9870.42
B0240,2023-12-26,Plant_C,Day,174.76404751685837,3.821392790944525,0.987036904763797,43.61,1.0,134.3,0.6,1.562017740639198,317.4032893829469,9840.6
B0241,,Plant_C,Day,216.4531041536389,4.89565088600788,1.3318398550879642,57.41,6.5,161.81,4.0,2.8552782210501344,177.51028712784358,8976.0
B0242,2024-09-09,Plant_B,Day,187.40984978050489,3.8203153545273145,0.609400932611154,49.77,2.2,110.73,0.6,1.7416567033188692,274.97580303989224,9721.32
B0243,2024-03-20,Plant_A,Night,206.20296841541128,4.343192010036433,1.4957653723882365,53.75,5.8,159.68,2.2,2.007989289997412,176.53840303987428,9212.76
B0244,2024-02-02,Plant_B,Evening,229.09463633244425,4.53757644765841,2.051338080238636,54.42,6.1,177.74,3.3,2.4442992232025,189.2364790412201,9080.130000000001
B0245,2024-01-12,Plant_B,Night,186.753818776253,3.399806358916119,0.9319630700854862,43.76,2.5,125.8,1.1,1.854935491731971,301.80191559888283,9642.75
B0246,2024-07-28,Plant_B,Night,205.35837294205996,4.47119398489732,1.5529949203403768,56.95,4.1,166.73,2.6,2.32156931110346,195.5768386997264,9340.660000000002
B0247,2023-06-23,Plant_B,Day,211.85483836742785,4.608521531321832,2.268766053603922,61.34,7.1,196.39,3.3,2.569024550207818,174.22868174224865,8983.43
B0248,2023-03-17,Plant_B,Night,195.70737635169044,3.546325635692892,0.8917148744559883,51.19,2.0,135.38,1.4,1.5870592089719469,235.06686898669489,9662.8
B0249,2024-12-20,Plant_B,Evening,189.5718291816989,3.963459765612233,0.6029479492985201,46.61,1.4,122.77,1.6,1.4785186980654033,258.471481582478,9702.24
B0250,2024-08-08,Plant_C,Day,227.53407413723693,3.77175038613874,2.1273596163185227,63.58,5.0,173.16,2.8,2.847453237104542,162.82622310305874,9234.0
B0251,,Plant_A,Day,184.42502628625616,3.427418117002679,1.1391420537550443,55.55,3.1,136.52,1.9,1.9401248306600432,243.8416800331385,9505.89
B0252,2024-09-06,Plant_A,Day,220.0950041835048,4.305917238905571,1.219220830535483,54.04,3.4,149.47,2.8,2.301181548225686,187.91523928039717,9389.52
B0253,2025-01-03,Plant_B,Day,192.04374696004604,4.308535267741007,1.425250376897683,57.2,3.3,148.95,2.5,2.2112186470526467,198.3223335865082,9428.25
B0254,,Plant_C,Evening,188.42832299264904,3.9381959415090577,0.7787012106155118,38.11,2.0,135.83,1.1,2.054014245217173,327.7539466472421,9692.2
B0255,2023-12-01,Plant_A,Night,213.2982442446608,4.932040635591596,1.944990405803654,59.3,5.1,150.06,3.9,2.635214327370646,172.61733555391427,9119.89
B0256,,Plant_A,Day,224.9550157674567,4.308535267741007,2.1301782969129666,57.65,4.7,155.34,3.4,2.38322980254265,205.343718590293,9205.98
B0257,2024-03-02,Plant_A,Day,192.4714799992696,3.654857795717375,0.7370978077851569,45.25,1.7,140.85,0.0,1.600819805210553,306.32473523527767,9830.0
B0258,2024-06-07,Plant_A,Day,190.39075028515765,4.077731607147259,1.5144077948782506,53.82,2.5,157.06,1.0,2.0317246815435235,269.3287877098618,9652.5
B0259,2023-05-31,Plant_C,Night,175.30819669768064,3.670213285861121,1.0558276976204286,50.8,2.8,138.23,1.3,1.7025201272999968,225.10926612780816,9593.640000000001
B0260,2023-06-09,Plant_A,Day,196.4016355635597,4.689862857973203,1.224916893740614,53.56,5.8,159.81,2.7,2.154907178935168,187.70382081609236,9165.66
B0261,2023-11-07,Plant_B,Evening,192.71840652617385,4.308535267741007,1.3185328389056366,50.0,0.5,128.19,1.5,2.330999650842322,246.0740981504233,9800.75
B0262,2024-10-09,Plant_C,Night,201.53971628497052,3.9096790027451913,1.2781485333868423,50.07,2.5,132.8,0.5,1.9011235913208415,217.3946579722877,9701.25
B0263,2023-12-13,Plant_B,Evening,194.06026066543623,3.2628071248914097,0.5731564042240139,42.8,1.9,133.09,0.4,1.4585227905043994,268.74826998788325,9770.759999999998
B0264,2025-02-08,Plant_B,Night,199.94593011107705,4.760839649919537,1.4996217555611564,52.57,1.0,160.18,2.0,2.4189564047262118,248.29410895716745,9702.0
B0265,2023-07-06,Plant_C,Day,205.0547209637864,4.446555926554972,1.2940705941655055,56.6,4.4,150.03,2.7,2.463779648299849,212.0284147493632,9301.88
B0266,2024-09-22,Plant_B,Night,203.4227960588832,4.589505057862637,1.557084612800642,53.4,4.5,171.6,2.3,2.062347601590844,208.9358269965367,9330.35
B0267,2023-10-31,Plant_A,Day,189.8223536901334,3.1834423966142267,1.1978032282205566,50.97,2.9,130.96,0.3,1.9303612705427369,226.70276827747867,9680.869999999999
B0268,2024-05-26,Plant_B,Evening,224.08970777848089,4.798900895607074,2.0630148708107727,57.68,6.2,173.1,2.9,2.576227636717407,185.93517563813063,9107.98
B0269,2023-08-30,Plant_C,Day,204.38054699610512,5.013582944339179,1.486811876602387,56.4,5.8,131.4,1.6,2.1114545529570328,220.86218706695243,9269.28
B0270,2024-09-23,Plant_B,Day,201.96639952879943,4.085314316011878,1.558703635113829,57.82,3.6,168.03,3.6,2.0871937585343225,213.8164496894394,9292.960000000001
B0271,2023-05-19,Plant_C,Day,199.1311719332887,3.914352257854684,1.3362724189758832,42.54,3.4,141.16,2.0,1.7747986560461066,256.7815424994816,9466.8
B0272,2025-01-14,Plant_A,Night,202.6731607375456,4.267336148702288,1.1927278656380966,69.54,2.2,164.99,2.2,2.4461884136347205,183.63808056344223,9564.84
B0273,2024-10-06,Plant_C,Day,216.93910155791784,5.157743178618987,1.9082766140683671,64.4,6.1,167.81,3.9,2.617134195767608,163.14288500321916,9023.79
B0274,,Plant_A,Day,192.34446131295476,4.61803918179922,1.2185661880733365,39.4,3.2,145.04,1.7,2.1777053379272,270.8720782532114,9515.439999999999
B0275,2024-09-19,Plant_A,Day,196.6496985239445,3.903389690342684,0.8739649328209306,48.19,1.1,139.89,2.1,2.259436762248356,281.0961796748526,9682.310000000001
B0276,2023-10-29,Plant_B,Night,194.19794023647017,4.586076992592383,0.9385309186350208,47.27,0.8,151.85,1.0,1.7938518261476284,241.14788982903576,9820.800000000001
B0277,2023-07-02,Plant_C,Night,192.24769925160723,3.65032702015513,1.011865397059473,54.66,1.2,140.08,2.5,1.8098023138281696,251.45770840557,9633.0
B0278,2024-06-15,Plant_B,Evening,217.8630090143889,5.154869371049658,2.0879644030173714,57.62,4.2,174.26,3.3,2.632242987308138,226.98925404200511,9263.86
B0279,,Plant_B,Night,203.3956033725384,4.971192964984855,1.6493919023181824,53.8,3.5,142.24,2.2,2.219087257415861,219.8776446066064,9437.699999999999
B0280,,Plant_A,Evening,199.61534908832743,4.96627569914393,1.0814178056133574,60.07,4.0,158.79,2.1,2.2416845033173862,221.59892049724192,9398.400000000001
B0281,2025-02-20,Plant_A,Day,219.63554340857928,3.8649450720155896,1.8045492744581395,61.83,5.0,171.02,2.5,2.8089269850274263,178.80809189749124,9262.5
B0282,2024-12-28,Plant_A,Day,212.21518843372965,4.577142306073199,1.5789904349174384,58.08,2.8,160.71,1.0,1.7246771439530022,202.78109991865543,9622.800000000001
B0283,,Plant_C,Night,222.10816322828788,4.609050789545838,1.8730122337326909,62.4,3.6,164.35,2.9,2.6622654201510594,203.575698591283,9360.44
B0284,2023-04-12,Plant_B,Night,183.1355868733405,3.777859970913754,1.168138669077225,40.56,1.2,112.66,0.6,1.400054049457566,357.1493605729024,9820.720000000001
B0285,,Plant_B,Day,207.24422486285064,4.258869211145069,2.193411619169989,58.75,5.2,167.19,2.4,2.367872397931547,227.09825723408068,9252.48
B0286,2023-09-26,Plant_A,Evening,207.71514810137373,4.787197754430912,1.6324981386883604,50.58,4.7,159.54,4.0,2.281217352917833,250.57026599495987,9148.8
B0287,2024-09-27,Plant_A,Night,207.1724865282949,4.503232124079744,1.6190400542203804,56.59,4.4,164.38,2.0,2.155130510370407,208.9619297689117,9368.8
B0288,2024-04-22,Plant_B,Night,203.47563070677504,4.637637381640114,1.709773575814083,60.38,5.3,154.9,2.6,2.3314550210184914,140.4186035621008,9223.78
B0289,2023-07-05,Plant_C,Night,189.2371003715086,3.829323510286343,0.7926932187846784,40.52,1.6,136.8,1.9,1.64332438038084,297.23222549460587,9653.04
B0290,2023-08-10,Plant_B,Day,186.5081875211926,4.3017885695638505,1.2619354130878788,53.0,4.2,147.87,1.5,1.7444132147167255,220.20502681123983,9436.3
B0291,2023-03-17,Plant_B,Day,181.38032906453887,3.3628324609006293,1.3185328389056366,50.71,1.2,126.88,1.7,1.862202079195479,229.38272257856036,9712.039999999999
B0292,2024-01-02,Plant_A,Night,208.1447657949048,4.593231455800219,1.3185328389056366,55.05,4.1,138.18,1.6,2.2120356674845776,233.8755255618431,9436.560000000001
B0293,,Plant_C,Night,199.1311719332887,4.6162589651750565,1.8940246527983011,58.7,7.2,166.8,2.7,2.677131521234056,227.95424030361596,9029.439999999999
B0294,,Plant_B,Day,199.1311719332887,4.699864999427756,1.3724281135347225,63.35,4.4,144.4,2.1,2.2133860056508072,152.67346108976008,9359.24
B0295,2024-01-14,Plant_A,Evening,215.49970539300347,4.402245795155959,2.2081546728459807,55.16,4.4,178.94,3.1,2.4820661117704192,246.1800283414604,9263.64
B0296,,Plant_B,Evening,188.10070202913585,3.355642618336451,0.7318003952421934,41.18,2.1,130.6,1.8,1.7278020140476589,307.8914114797203,9613.78
B0296,,Plant_B,Evening,188.10070202913585,3.355642618336451,0.7318003952421934,41.18,2.1,130.6,1.8,1.7278020140476589,307.8914114797203,9613.78
B0297,2023-03-11,Plant_C,Day,219.09405009611743,4.503858335597185,2.2464156596294806,58.12,4.7,162.9,3.3,2.8091151109071046,164.87325240825112,9215.51
B0298,2024-03-13,Plant_A,Day,223.8382730400249,4.71230991274426,1.4548146087070668,54.74,5.2,168.68,4.1,2.575148549538881,183.4810467550889,9091.32
B0299,2023-10-10,Plant_B,Night,208.45663211689535,4.308535267741007,0.9701842079698036,50.35,4.1,134.07,2.5,2.0142395236359945,240.4586817162804,9350.25
B0300,2024-10-26,Plant_A,Night,186.31153175909043,4.469348855056623,0.8100135840323011,32.95,2.5,127.31,1.0,2.0206798843487643,291.3725185851477,9652.5
B0301,2024-01-08,Plant_B,Evening,196.17640342598284,4.544936728297296,1.154066436627034,43.51,1.4,139.79,0.8,2.2890098505293888,273.2958569930202,9781.119999999999
B0302,,Plant_B,Night,185.53267135565423,3.758717453898967,0.8542992880814894,41.76,0.2,126.14,1.6,1.6143491025346115,319.5241392645533,9820.32
B0303,2023-11-18,Plant_A,Day,197.39378384077708,4.782614610717938,1.1002787247106345,49.34,3.6,154.1,2.2,2.319763241179431,243.65353250288416,9427.92
B0304,2024-08-08,Plant_A,Evening,188.41116802567396,3.871080395548811,0.9655947737523904,35.5,0.6,146.2,0.2,1.9699553101179976,345.1514566974737,9920.12
B0305,,Plant_C,Evening,179.91174813130314,4.315721259689547,0.7604513230660275,45.26,2.1,126.97,1.8,1.848460168054156,250.58180754293855,9613.78
B0306,2023-03-12,Plant_A,Day,191.68905040880344,4.308535267741007,1.0758312177083276,42.9,2.2,102.37,0.7,1.8204320525608373,240.32944237778096,9711.539999999999
B0307,2023-11-02,Plant_A,Day,183.83728605682572,3.57816955777844,1.1665285018147835,43.51,2.9,133.53,0.3,1.406408686581477,271.8725311105117,9680.869999999999
B0308,2024-07-06,Plant_B,Night,214.3662850962341,5.669733414125789,1.872850547045666,66.73,3.9,176.75,3.1,2.691624959853226,205.5557622473624,9312.09
B0309,,Plant_A,Day,181.12563820943348,3.68953727942406,0.8950342053240039,44.2,1.3,125.08,1.0,2.04213708425009,276.76549066319166,9771.300000000001
B0310,2024-12-24,Plant_C,Evening,219.1679616501464,5.295655927457122,1.5123309902889444,61.85,4.8,148.36,3.0,2.556043746985967,131.19244093824304,9234.4
B0311,2023-07-06,Plant_B,Day,175.8513320710128,4.331331278318919,1.1367894123280111,46.98,2.2,115.6,2.2,1.99978704742025,282.11925130696824,9564.84
B0312,2023-06-08,Plant_A,Night,182.4108589714396,4.079061783927072,1.066130434861477,51.59,1.5,143.55,1.2,1.99560412348848,257.94031389149376,9731.8
B0313,2024-03-11,Plant_B,Day,180.95463983767704,3.668584366591209,1.4150566021822564,42.3,2.3,132.13,0.8,1.5424969057475408,270.99447553044456,9691.84
B0314,2024-09-22,Plant_B,Night,220.42504918006148,5.00838104374735,1.6785807619242306,63.75,6.0,158.6,2.6,2.4189124941677256,175.20418199569303,9155.6
B0315,2025-01-29,Plant_A,Night,230.47952887095977,4.516953089890981,1.7740065827947251,57.06,3.6,185.16,3.8,2.694762378580736,210.39993762362508,9273.68
B0316,2024-09-23,Plant_A,Day,182.60036286700685,3.68523748555876,0.4179047732415847,40.16,1.6,123.33,0.9,1.7856930464301357,309.86734066687154,9751.44
B0317,2024-09-27,Plant_B,Day,217.42420669690517,5.387994181570627,2.2002188317430127,60.84,4.7,176.39,4.0,2.084045730611188,171.85260742097844,9148.8
B0318,,Plant_A,Day,176.74790294212235,3.5271928135787376,0.7755869962197756,41.69,0.6,126.3,1.1,1.5422949787643847,332.4886515908737,9830.660000000002
B0319,2023-04-22,Plant_A,Day,202.9912814858841,4.6444550330979,1.4031411341988034,57.66,4.9,171.4,3.1,2.170459939771629,185.79382446214245,9215.19
B0320,2024-05-22,Plant_C,Evening,206.016699226714,4.327498930490081,0.9738678055254568,50.69,2.1,139.04,1.2,2.309414657603441,205.24610539031212,9672.52
B0321,2024-09-08,Plant_C,Night,166.31164627035415,3.6448169863434106,0.6370490715056427,45.6,1.8,124.02,1.1,1.7573359196020988,317.4634504971243,9711.980000000001
B0322,2023-10-14,Plant_B,Night,218.4314928667084,4.343373189381587,1.675308197505772,64.62,5.7,170.83,3.9,2.32680874822982,112.98814852652166,9062.23
B0323,2025-01-14,Plant_A,Evening,222.59759298967455,3.928289583273119,1.4143756202411433,52.41,4.1,154.13,2.2,2.486648723922187,247.588714058568,9379.02
B0324,2023-11-25,Plant_A,Evening,196.5807064776745,3.4669183814681626,0.9285077505167434,50.7,2.7,156.09,1.2,1.9764978915860412,246.41042528520407,9613.24
B0325,2024-04-09,Plant_B,Evening,187.94922906757725,4.482286965481947,1.1866381694080503,42.3,1.3,137.15,2.7,2.0737208559434177,311.14645974782314,9603.51
B0326,2025-02-23,Plant_C,Evening,200.444849904298,3.9190706637453054,1.579968269840981,53.1,5.1,154.21,1.5,2.124083983351492,234.9046467924041,9347.650000000001
B0327,2024-10-07,Plant_A,Evening,182.8609741928712,3.965245934874658,1.2566887514641845,48.57,2.7,140.97,1.1,2.0135433753122083,254.08927735794097,9622.970000000001
B0328,,Plant_B,Night,229.85440853998784,5.392590108732937,1.8901438453659056,52.94,6.2,165.29,3.7,2.4326484800037296,191.49339664113904,9032.939999999999
B0329,2024-10-04,Plant_A,Night,198.45055091770175,4.343585517120134,1.299307880616304,41.41,2.7,147.46,2.3,1.7064690194216463,297.96571185552125,9506.21
B0330,2024-02-12,Plant_B,Evening,175.75162680090327,4.152917755920337,0.9662933882235442,50.93,1.2,127.07,1.1,1.9353377983054212,227.350106125814,9771.32
B0331,,Plant_C,Night,216.67460453905343,4.70300509617872,1.8940217547528608,63.83,5.9,177.3,3.5,2.480865989623828,141.38487919361495,9080.65
